Bank,service,statistic,p-value,z
Goldman Sachs Group Inc,Water quality,4634151.0,5.858931367031175e-30,
Groupe BPCE,Animal-based energy,306504.0,5.772823761970175e-71,
Groupe BPCE,Bio-remediation,3587824.0,1.0,
Groupe BPCE,Buffering and attenuation of mass flows,680526.0,2.0254811463291293e-26,
Groupe BPCE,Climate regulation,3619605.0,1.0,
Groupe BPCE,Dilution by atmosphere and ecosystems,2481167.0,1.0,
Groupe BPCE,Disease control,608880.0,5.9987466631634754e-24,
Groupe BPCE,Fibres and other materials,804223.0,1.49299245321552e-14,
Groupe BPCE,Filtration,4015689.0,1.0,
Groupe BPCE,Flood and storm protection,4103825.0,1.0,
Groupe BPCE,Genetic materials,668154.0,3.4262558270870164e-23,
Groupe BPCE,Ground water,7124083.0,1.0,
Groupe BPCE,Maintain nursery habitats,42734.0,5.884353309941335e-188,
Groupe BPCE,Mass stabilisation and erosion control,6588258.0,1.0,
Groupe BPCE,Mediation of sensory impacts,1106999.0,1.960013377621746e-08,
Groupe BPCE,Pest control,796332.0,6.218754523564787e-19,
Groupe BPCE,Pollination,551430.0,1.1306562342710695e-31,
Groupe BPCE,Soil quality,1323371.0,0.008739799047914103,
Groupe BPCE,Surface water,7106861.0,1.0,
Groupe BPCE,Ventilation,1275215.0,0.0015791809708641154,
Groupe BPCE,Water flow maintenance,4201534.0,1.0,
Groupe BPCE,Water quality,3666259.0,1.0,
HSBC Holdings PLC,Animal-based energy,986667.0,0.0,
HSBC Holdings PLC,Bio-remediation,5104407.0,1.3321576593166412e-21,
HSBC Holdings PLC,Buffering and attenuation of mass flows,1992595.0,0.0,
HSBC Holdings PLC,Climate regulation,4643258.0,1.0617054941372192e-49,
HSBC Holdings PLC,Dilution by atmosphere and ecosystems,4433418.0,8.269866256127153e-50,
HSBC Holdings PLC,Disease control,1740870.0,0.0,
HSBC Holdings PLC,Fibres and other materials,2271530.0,1.8021975334188064e-274,
HSBC Holdings PLC,Filtration,5897630.0,0.012810465762071708,
HSBC Holdings PLC,Flood and storm protection,5462325.0,8.964021776576267e-12,
HSBC Holdings PLC,Genetic materials,1460210.0,0.0,
HSBC Holdings PLC,Ground water,7388720.0,1.0,
HSBC Holdings PLC,Maintain nursery habitats,140650.0,0.0,
HSBC Holdings PLC,Mass stabilisation and erosion control,6013555.0,3.7573918188590036e-06,
HSBC Holdings PLC,Mediation of sensory impacts,2758710.0,9.76048400274321e-208,
